1, 12.0, 1.0, 0.0318784782178218, 0.014595807920792098, 0.002656542079207921, 0.7678664950495039, 51.0, 1.0, ,
1, 12.0, 2.0, 0.12874529504950494, 0.017419198019801983, 0.010728770297029703, 0.8020437128712876, 51.0, 1.0, ,
1, 12.0, 3.0, 0.052602537623762394, 0.01821466138613861, 0.004383544950495047, 0.8355017128712874, 51.0, 1.0, ,
1, 12.0, 4.0, 0.044869009900990096, 0.025654891089108917, 0.003739083465346534, 0.9141676336633667, 51.0, 1.0, ,
1, 12.0, 5.0, 0.04583108415841584, 0.0251785792079208, 0.003819257326732675, 0.908688405940594, 51.0, 1.0, ,
1, 12.0, 6.0, 0.06530325346534645, 0.032089771287128734, 0.005441935940594067, 0.9254730297029689, 51.0, 1.0, ,
1, 12.0, 7.0, 0.033496844554455445, 0.08411019702970299, 0.0027914031683168327, 0.9336442871287135, 51.0, 1.0, ,
1, 12.0, 8.0, 0.05488303960396047, 0.09477848910891098, 0.004573588910891093, 0.9610267722772279, 51.0, 1.0, ,
1, 16.0, 1.0, 0.043871710891089113, 0.013479598019801985, 0.0027419817821782177, 0.6649133663366331, 51.0, 1.0, ,
1, 16.0, 2.0, 0.1303728316831684, 0.018063872277227725, 0.008148300396039606, 0.8218178217821785, 51.0, 1.0, ,
1, 16.0, 3.0, 0.06240619108910891, 0.017963430693069302, 0.0039003865346534656, 0.8246224356435643, 51.0, 1.0, ,
1, 16.0, 4.0, 0.08972267623762376, 0.02335673564356434, 0.005607667029702973, 0.8779692871287131, 51.0, 1.0, ,
1, 16.0, 5.0, 0.05708851485148515, 0.02452470396039604, 0.0035680322772277217, 0.9015709108910894, 51.0, 1.0, ,
1, 16.0, 6.0, 0.0575445910891089, 0.03190313762376239, 0.003596536633663366, 0.9286820099009905, 51.0, 1.0, ,
1, 16.0, 7.0, 0.047999985148514834, 0.06598227722772278, 0.002999998910891088, 0.9251339603960403, 51.0, 1.0, ,
1, 16.0, 8.0, 0.05607069603960396, 0.07734535742574257, 0.003504418712871287, 0.9537407722772276, 51.0, 1.0, ,
1, 20.0, 1.0, 1.5200405346534658, 0.013415376237623771, 0.07600203465346538, 0.729569514851485, 51.0, 1.0, ,
1, 20.0, 2.0, 0.45964819801980195, 0.018505820792079214, 0.022982414851485132, 0.863699594059406, 51.0, 1.0, ,
1, 20.0, 3.0, 0.06791584950495051, 0.018657512871287127, 0.0033957924752475253, 0.8698720000000002, 51.0, 1.0, ,
1, 20.0, 4.0, 0.5604741316831683, 0.02386494356435644, 0.028023708019801974, 0.9085491188118815, 51.0, 1.0, ,
1, 20.0, 5.0, 0.0657860594059406, 0.024870292079207924, 0.003289302277227724, 0.9262756336633662, 51.0, 1.0, ,
1, 20.0, 6.0, 0.07601084356435643, 0.030872657425742595, 0.003800542178217825, 0.9497206930693071, 51.0, 1.0, ,
1, 20.0, 7.0, 0.046741858415841595, 0.06371442079207923, 0.002337093267326733, 0.9485039702970298, 51.0, 1.0, ,
1, 20.0, 8.0, 0.06998117029702969, 0.07559214158415839, 0.0034990590099009894, 0.9678669801980202, 51.0, 1.0, ,
1, 24.0, 1.0, 1.5247137623762375, 0.015269557425742585, 0.06352975148514854, 0.8022657524752478, 51.0, 1.0, ,
1, 24.0, 2.0, 0.4880409514851486, 0.017619573267326737, 0.02033504247524753, 0.8971423267326732, 51.0, 1.0, ,
1, 24.0, 3.0, 0.08637902376237623, 0.020480087128712864, 0.003599125643564355, 0.925255940594059, 51.0, 1.0, ,
1, 24.0, 4.0, 0.1172032079207921, 0.026453923762376232, 0.004883467722772277, 0.9381227326732672, 51.0, 1.0, ,
1, 24.0, 5.0, 0.0823943514851485, 0.02543133762376237, 0.003433097920792079, 0.9539478019801976, 51.0, 1.0, ,
1, 24.0, 6.0, 0.06408155742574259, 0.032135072277227734, 0.002670065148514852, 0.9729626633663366, 51.0, 1.0, ,
1, 24.0, 7.0, 0.04640559405940595, 0.06987121782178217, 0.0019335659405940594, 0.9740484059405946, 51.0, 1.0, ,
1, 24.0, 8.0, 0.08530557227722767, 0.07609780891089107, 0.003554398613861385, 0.9856860198019802, 51.0, 1.0, ,
1, 28.0, 1.0, 1.6066841584158411, 0.015368010891089098, 0.05738157722772279, 0.8664862079207931, 51.0, 1.0, ,
1, 28.0, 2.0, 0.48848915445544583, 0.017087034653465345, 0.01744604227722773, 0.9274562178217834, 51.0, 1.0, ,
1, 28.0, 3.0, 0.07400876633663371, 0.02050830792079209, 0.0026431703960396037, 0.9463650891089115, 51.0, 1.0, ,
1, 28.0, 4.0, 0.11549441386138616, 0.026795829702970286, 0.004124799900990099, 0.9605762475247537, 51.0, 1.0, ,
1, 28.0, 5.0, 0.08326426237623766, 0.027259611881188126, 0.002973723267326731, 0.9660428811881185, 51.0, 1.0, ,
1, 28.0, 6.0, 0.07877695940594057, 0.029144258415841576, 0.0028134632673267337, 0.9828705643564355, 51.0, 1.0, ,
1, 28.0, 7.0, 0.0493786138613861, 0.05390387722772276, 0.0017635218811881187, 0.982766544554455, 51.0, 1.0, ,
1, 28.0, 8.0, 0.09686780891089106, 0.04917270693069311, 0.003459564554455445, 0.990678762376238, 51.0, 1.0, ,
1, 32.0, 1.0, 1.6190497029702957, 0.014064978217821775, 0.050595333663366326, 0.9043101386138612, 51.0, 1.0, ,
1, 32.0, 2.0, 0.6366408623762378, 0.01733722475247524, 0.01989502544554456, 0.940891782178218, 51.0, 1.0, ,
1, 32.0, 3.0, 0.11892890594059409, 0.020582634653465333, 0.0037165296039603957, 0.9577343069306935, 51.0, 1.0, ,
1, 32.0, 4.0, 0.10912478712871289, 0.027245687128712868, 0.0034101491089108915, 0.9750571782178221, 51.0, 1.0, ,
1, 32.0, 5.0, 0.07340435346534652, 0.027872774257425743, 0.0022938860396039588, 0.9762875841584161, 51.0, 1.0, ,
1, 32.0, 6.0, 0.09020527227722767, 0.02841593267326732, 0.0028189142574257435, 0.985864584158416, 51.0, 1.0, ,
1, 32.0, 7.0, 0.06095991188118811, 0.047308089108910885, 0.00190499702970297, 0.9862229603960401, 51.0, 1.0, ,
1, 32.0, 8.0, 0.10323678888888889, 0.04200926666666667, 0.003226153333333334, 0.9920873333333332, 5.0, 1.0, ,
